number,tweet (actual tweet text will defer. Open txt file instead),polarity
1735,"b'\xe2\x80\x9cFor many decades, Brenda has been tremendously devoted to her community and to Quebec society as a whole. Today, she is a pillar of the Quebec Jewish community &amp; we are honoured that she has accepted this role at the helm of our LPC,\xe2\x80\x9d @ecijaq, VP, @CIJAQC https://t.co/3HQP6w0ie9'",positive
1736,"b'The political scandal with the greatest chance of toppling a head of state anytime soon is occurring not in the United States, but in Canada. https://t.co/mHpQwMYWVH'",positive
1737,b'@DrKaylaHIED Presenting to stakeholders (researchers and elders) on a major project focusing on suicide intervention in First Nations in Canada. March 30th at the Culture and Mental Health Research Unit Institute of Community and Family Psychiatry. Montreal.',positive
1738,"b'Make this March Break one to remember!\n\nEnjoy live music from our guest steel drum band, games &amp; activities, and prizes from 12 PM \xe2\x80\x93 3 PM in the front lobby. \n\nPlan ahead here: https://t.co/iv0sfBQHUJ https://t.co/ECz0dUUhkN'",positive
1739,"b'""Maple Sugar Time"" by Kathleen Moir Morris. ""Her vision, her world, is as much an aesthetic reflection of Canada as the Group of Seven landscapes."" Joyce Millar. More:  https://t.co/tohBn3f7rG. https://t.co/Rj65Jny3W3'",positive
1740,b'ow an N.S. hospital became a leader in helping newborns cope with drug withdrawal (via @CBCNS)\n\nhttps://t.co/dn8eGb2IWN https://t.co/VjTBoOcBiu',negative
1741,"b""Good morning!\n\nIt's a good day to catch up on Canada's retail scene. Up first: the use of alternative payments has risen 14% over the last two years. Read more: https://t.co/EFQKEPAFJI https://t.co/ia1V3myyCn""",positive
1742,"b""Good morning!\n\nIt's a good day to catch up on Canada's retail scene. Up first: the use of alternative payments has risen 14% over the last two years. Read more: https://t.co/EFQKEPAFJI https://t.co/ia1V3myyCn""",positive
1743,"b'Picture 10: Sikh Marriage Chilliwack 1952. Note that those who aren\xe2\x80\x99t wearing turbans don\xe2\x80\x99t have their heads covered. This was peculiar to BC Canada, men wore hats which they removed and placed on pegs provided, aping Christian church traditions, this continued up to the late 70s https://t.co/QLQBw2Ry0C'",positive
1744,"b'Illegal border crossings from Canada quietly rising, data shows\nhttps://t.co/1MzQmrW7Rn\nvia @NBCNews'",negative
1745,"b'""Maple Sugar Time"" by Kathleen Moir Morris. ""Her vision, her world, is as much an aesthetic reflection of Canada as the Group of Seven landscapes."" Joyce Millar. More:  https://t.co/JBhALWJ0RS. https://t.co/a4aTj3OvMt'",positive
1746,"b'""Maple Sugar Time"" by Kathleen Moir Morris. ""Her vision, her world, is as much an aesthetic reflection of Canada as the Group of Seven landscapes."" Joyce Millar. More:  https://t.co/WU5DA9jY23. https://t.co/R32r9WC9BK'",positive
1747,b'RECALL ALERT: Honda is likely to recall around 1 million older vehicles in the U.S. and Canada because of an airbag defect. The models are from as far back as 2001 and as recent as 2010. https://t.co/ZyNNMVeyiD',positive
1748,b'How art is helping doctors and caregivers better understand people who have dementia... https://t.co/sMWQAVtyIN',positive
1749,b'We have the right Blondie for you \xe2\x80\x94 come play  baby #BlondieMassage #Vaughan #canada #YorkRegion  -We are open \xe2\x80\x94 #sensual Massage by the best in #GTA  #erotic #Torontomassage \n#toronto #massage #spa #BodyRub https://t.co/75eaAiifOY',positive
1750,"b'Canada is also considering \xe2\x80\x9cother actions,\xe2\x80\x9d Bibeau said. But at this point still hopeful science-based solution exists.'",positive
1751,b'Important announcement with Canada and former students of Indian Day Schools - https://t.co/qkjdejaZJs https://t.co/zQZSYD49H4',positive
1752,"b'Federal Ag Minister Bibeau says Canada is seeking \xe2\x80\x9cscience-based\xe2\x80\x9d solution to canola issue. Asking China to provide samples to prove pest issue, asking to send our own experts to help analyze.'",positive
1753,"b'From the end of the 19th century to the middle of the 20th, tens of thousands of poor British children were shipped to Manitoba and Canada as indentured labourers. https://t.co/hG2uks6NOD'",positive
1754,"b'@JJohnsonLaw Member? A quick google found this....\nPatrick Albert Moore (born 1947) is a Canadian businessman, nuclear energy advocate, environmental consultant and former president of Greenpeace Canada.\n- Wikipedia'",positive
1755,b'Grab software project from canada...nico:)',positive
1756,"b""BBC News - Man told he's going to die by doctor on video-link robot #FoodWorldOrder #CyberSpaceWar #HolyHexes #DJTinfoil  https://t.co/oxpZzeHGYN""",negative
1757,b'Canada\xe2\x80\x99s Amateur Radio Population Showing Continued Growth https://t.co/cGbqs1MkTo',negative
1758,b'@jacobsberg The greatest thing in the comments on that Deadspin article are all the people pointing out that Frum is an immigrant from Canada',positive
1759,"b""But if you're fighting on more then one front rather then flat out you can't do that. You gotta leave them up north for Canada""",negative
1760,b'@cnni Air Canada is listed with a large fleet in service as well as Westjet\nWhich you list',positive
1761,"b""Expert on Basic Income says it's all but inevitable it will be implemented on a wide scale in Canada. #peipoli https://t.co/qVbUpA1fAt""",negative
1762,b'3 key predictions for Canada\xe2\x80\x99s spring 2019 housing market https://t.co/Whw0C6BbSV BuzzBuzzReport via @livabl_',neutral
1763,"b'Isabelle Messier from Boisbriand is now registered for the 2019 Ultra-Trail Harricana 65K ! If you want to join, signup now at https://t.co/x17UC9yL8S #trailrunning #canada #jesuisloup #freeyourwild #uthc65km #ultrarunning'",positive
1764,"b'@sternshow @cwild22 If @cwild22 needs a \xe2\x80\x9cbeard\xe2\x80\x9d, where do I sign up? He\xe2\x80\x99s the hottest guy on the show. Can\xe2\x80\x99t lose that hot piece to Canada'",positive
1765,b'ICLOUD UNLOCKING \xf0\x9f\x93\xb1 https://t.co/kEa5og0TEt \xf0\x9f\x94\x90 ICLOUD BYPASS TOOL #icloud #icloudunlock #icloudgenerator #icloudbypa #icloudunlocker #icloudunlocking #removeicloud #icloudremoval #estadosunidos #reinounido #australia #canada #germany https://t.co/LNnxqFyMvU',negative
1766,b'interested in making money dm us or call us on or whatsapp us\n\xc2\xa0 +16317750723\n#Netherland#kuwait #jordan #Canada #United States#Uk#cyprus# spain #Germany #Belgium #Portugal #Australia#New York# South Africa #wales #Italy#turkey#France #Denmark #money\xf0\x9f\x92\xb0#China#crotain #austria https://t.co/aYBf3xbVqD',positive
1767,b'L Shaped Lake in Canada https://t.co/NhTcjcDE9c',positive
1768,b'@atensnut They had to cancel an event in Canada because only 10 people bought tickets.  Who are those TEN???',negative
1769,"b'The #Walk4MD season kicks off with events in Winnipeg, Brandon, Niagara, York, and Monteregie in early May. Now is the time to register! Visit https://t.co/T8phTtevLW to learn more. https://t.co/r5zNnRw6uw'",positive
1770,b'We going to Canada \xf0\x9f\xa4\xaa https://t.co/m6kIZGXecD',negative
1771,"b""ENGIE's expertise is worldwide. Hoping the Government of Canada chooses Innovate Energy, our consortium, to modernize and operate the Ottawa/Gatineau network! #CleanEnergy #energyefficiency https://t.co/xzowDjpzAs""",positive
1772,"b""@MollerDennis Problem is. I believe the conservatives will win. But sheer is Trudeau,'s sister and life won't be much different. Equalization won't change. Immigration will not be lowered. Remember it was harper who signed Canada with UN agenda 2030""",positive
1773,"b'Proposed Canadian #travel regulations for people with #disabilities don\xe2\x80\x99t go far enough, critics say  https://t.co/bLX0oiX7E1'",positive
1774,b'Via Rail Canada Tuesday Discount Offers: Big Savings \xe2\x80\x93  March 12 https://t.co/MRN5Oh4ObC https://t.co/S9vtle3WUA',positive
1775,"b'Never too early to prepare for spring flooding, Fredericton EMO says: https://t.co/kmeElQUvBf https://t.co/b3fOy8VubB'",negative
1776,"b""Don't miss the carbon tax credit on your 2018 taxes | CBC News https://t.co/qgbLSeQRjb""",negative
1777,b'Gowan - Strange Animal 1985 https://t.co/BxGMiiX5yh  #kbradiothp #internetradio',positive
1778,b'@NEWSTALK1010 @MooreintheAM Meanwhile in Canada https://t.co/oHJS6qxYqJ',neutral
1779,b'@NEWSTALK1010 @MooreintheAM Meanwhile in Canada https://t.co/oHJS6qxYqJ',neutral
1780,"b'To say people are concerned about Boeing 737 MAX planes is an understatement. Air Canada &amp; Westjet are still flying the planes and people are searching, reconsidering their flights. \n#Boeing737Max #Boeing737 #EthiopianAirlinesCrash https://t.co/Ge0KQ6Qdte'",positive
1781,b'Accounts Payable Technician in Regina for Farm Credit Canada https://t.co/QebbEYm7nm https://t.co/u3KVSX0S8h',positive
1782,"b'Will Canada &amp; US be next? ""Boeing 737 MAX aircraft banned from U.K. airspace after deadly Ethiopian Airlines crash"" https://t.co/L9XZU2yty5'",negative
1783,"b'@wickdchiq Ah I just saw your retweet for the UK decision.\n\nAlso, China grounded their fleet. A country with hundreds of thousands of people in concentration camps cares more about the basic safety of its citizens more than Canada. :/\n\nGood old Canada.'",positive
1784,"b'The Health Information Act (HIA) is privacy legislation in Alberta that applies to the collection, use, disclosure &amp; protection of health information that is in the custody or under the control of a custodian. See our FAQ. https://t.co/1NH1jnPC4a https://t.co/dD13COKpIy'",positive
1785,b'Man dead after shooting at Downsview apartment building https://t.co/GRg9xgsXGd',negative
1786,"b'SNCLavalin, Bombardier, General Motors, Kinder Morgan received billions. \xe2\x80\x9cGiving corporations the funds that they say they need is how Canada does business\xe2\x80\x9d \xe2\x81\xa6@NoLore\xe2\x81\xa9 \xe2\x81\xa6@NatObserver\xe2\x81\xa9 #corporatewelfare #cdnpoli  https://t.co/3IRDimkJnW'",positive
1787,b'I just redeemed Canadian #OlympicClub fan reward points to enter the Travel in style with Team Canada luggage contest https://t.co/t0EtBnbkdJ',positive
1788,b'@NHLJets @bellmtsplace @DEKALB_Canada easy win',positive
1789,b'@MSNBC @CTVNews @globalnewsto Every country should do the same ban Boeing 737 Max 8 including Canada \xf0\x9f\x87\xa8\xf0\x9f\x87\xa6 until it\xe2\x80\x99s airworthiness and safety of passengers is determined',positive
1790,b'Canada\xe2\x80\x99s Amateur Radio Population Showing Continued Growth \nhttps://t.co/YlUbgE3hCO #HAMRadio',negative
1791,"b'@greenpeaceusa @realDonaldTrump @foxandfriends @AOC Stop lying!\n\nAccording to Wikipedia:\n\n""Patrick Moore is a Canadian businessman, nuclear energy advocate, environmental consultant and former president of Greenpeace Canada.""\n\nNow go order leftists to REWRITE history and alter Wikipedia to fit your big lie! https://t.co/VrzoikAX01'",positive
1792,"b'@GaitreeGupta Hello Gaitree, while it is still too early to draw any conclusions on the cause of this tragic accident, we would like to confirm that we are in close communication with Boeing and Transport Canada. We will keep passengers up to date. Thank you, -MD'",positive
1793,b'Canada fits you dieeee https://t.co/lr9ISGwLcw',neutral
1794,"b'@MatthewStadlen Hi Mathew have you all been told not to mention Tommy Robinson is in court suing police today for harrassment and as predicted by TR there is a media blackout, hence why he asked Ezra to fly over from Canada to report. How embarrassing for all our journalists'",negative
1795,"b'@halifax173 Good Morning, thank you for taking the time to share your experience. We have copied Air Canada to your message for them to be aware.\nHave a wonderful day, Vanessa\n@AirCanada'",positive
1796,b'Are you a certified organic farmer in Canada? We could use your help with this survey: https://t.co/hT7OOIBwN0 #cdnag',positive
1797,"b'@TWilsonOttawa @SusanMunro13 You have some good runner ups but Canada takes first place..\n#Trudeau \nParades around showing off stupid socks, plays mr dress up, uses um, er, uh, um, as the majority of content when speaking, cries on cue and often, has multiple government ethics violations...and on and on and'",positive
1798,"b'@realDonaldTrump @foxandfriends Patrick Moore portrays himself as a founder or co-founder of  Greenpeace, and many news outlets have repeated this characterization.  Although Mr. Moore played a significant role in Greenpeace Canada for several years, he did not found Greenpeace.  https://t.co/8GyA3Tt8Fs'",positive
1799,b'@awudrick Does it mean that there is no mechanism to prevent systemic corruption in Canada? Does it mean that the only hope for justice and rule of law in Canada comes from international org exposing our government [insert immoral/illegal act here]?',positive
1800,b'@DrPhil When it\xe2\x80\x99s 10 degrees outside in Canada',neutral
1801,b'Doing a lot of outloud thinking with the husband today about moving to Canada. Brain is full.',positive
1802,"b""RT @Annova_Canada: Skullcandy S2PGHW-177 WHITE Wireless Smokin' Buds Headphones \nBuy Now: https://t.co/hZR1gGBA4Y \n#Skullcandy #S2PGHW177 #WHITE #Wireless #Smokin' #Buds #Headphones https://t.co/zmER0ODCdx""",positive
1803,b'Canada\xe2\x80\x99s Amateur Radio Population Showing Continued Growth https://t.co/OhH2HQoJYn',negative
1804,b'.@Transport_gc: Min Garneau to visit Southern Ontario and #Toronto on March 13-14 #Transportation2030 #FedInvest https://t.co/EFYqvOtE6N',positive
1805,b'@cnnbrk but Canada is ok with wait+see approach',positive
1806,b'Ontario to ban cellphones in classrooms next school year | CBC News https://t.co/hWXBvuAviu',positive
1807,"b""@brassothy he's moving to canada but he basically has no choice and is leaving most likely sometime this weekend or early next week it's so upsetting""",positive
1808,"b""Metis veterans from Second World War awaiting apology from federal government https://t.co/Qr2FqKju4D Always the victim and it's getting old. #Canada""",negative
1809,"b""Metis veterans from Second World War awaiting apology from federal government https://t.co/Qr2FqKju4D Always the victim and it's getting old. #Canada""",negative
1810,"b""Not what if it'll be in Canada sooooo Happy Birthday my name... I still""",positive
1811,b'Got a message from @cheyenne_hall8 that she\xe2\x80\x99s back in Nairobi with internet. First contact since she left Nairobi for the school compound 3 weeks ago. She arrives back in Canada tomorrow. I could not be more excited for her to be home! https://t.co/gJsYMUt8Gr',positive
